,Age,Artists,Best number of players,Categories,Designer,Family,Mechanisms,Name,Number of players,Playing time,Publishers,Rating,Weight,Year
3886,12+,"['Jacqui Davis', 'Adrienne Ezell', 'Kristopher Hammes']",— Best: 7–8,"['Bluffing', 'Card Game', 'Deduction', 'Party Game']","['Brian Henk', 'Clayton Skancke']","['Crowdfunding: Kickstarter', 'Euphoria']","['Memory', 'Take That', 'Team-Based Game']",Leaders of Euphoria: Choose a Better Oppressor,4–8,15–35,['Overworld Games'],6.5,1.88,2017
3887,10+,['Karel N. Moravec'],— Best: 4,"['Humor', 'Medical', 'Party Game']",['Vladimír Brummer'],['N/A'],"['Card Drafting', 'Hand Management', 'Player Elimination', 'Simultaneous Action Selection', 'Worker Placement']",Infarkt,2–5,45,"['Arclight', 'Czech Board Games', 'Efko']",6.7,1.72,2011
3888,10+,['Michael Menzel'],— Best: 5,['N/A'],['Johannes Schmidauer-König'],"['Admin: Better Description Needed!', 'Cities: Vienna (Austria)']",['Dice Rolling'],Vienna,3–5,30,"['Schmidt Spiele', 'Tasty Minstrel Games']",6.5,2.26,2015
3889,12+,"['Nick Bonamy', 'Patrick Stevens', 'Orlando Villagran']","— Best: 4, 6","['Bluffing', 'Card Game', 'Civil War', 'Political', 'Wargame']","['Patrick Stevens', 'Alex Stevens']","['Admin: Better Description Needed!', 'Country: Spain', 'History: Spanish Civil War', 'Interwar']","['Hand Management', 'Point to Point Movement', 'Team-Based Game', 'Variable Phase Order']",Popular Front,2–6,90,['Numbskull Games'],7.1,2.21,2010
3890,8+,['Chris Quilliams'],— Best: 2–3,"['Abstract Strategy', 'Animals', 'Prehistoric', 'Puzzle', 'Real-time']",['Grzegorz Rejchtman'],"['3D Games', 'Animals: Bears', 'Animals: Penguins', 'Animals: Whales', 'Tower Stacking Games']","['Dice Rolling', 'Finale Ending', 'Pattern Building', 'Pattern Recognition', 'Player Elimination', 'Race', 'Stacking and Balancing']",Tuki,2–4,30–45,"['Next Move Games', 'Hobby Japan', 'Pegasus Spiele']",6.9,1.14,2019
3891,4+,['Michael Bayer'],"— Best: 2, 4","['Action / Dexterity', 'Animals', ""Children's Game""]",['Klaus Miltenberger'],"['Animals: Cattle', 'Animals: Dogs', 'Animals: Goats', 'Animals: Marmots', 'Animals: Snakes', 'Animals: Squirrels', 'Tier auf Tier']",['Dice Rolling'],Animal Upon Animal: Crest Climbers,2–4,15,['HABA'],7.0,1.08,2011
3892,10+,['Karim Chakroun'],— Best: 2,"['Fantasy', 'Fighting']","['Eric Hanuise', 'Fréderic Moyersoen']",['Admin: Better Description Needed!'],"['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Tile Placement']",Batt'l Kha'os,2,30,"['Z-Man Games, Inc.']",6.3,1.65,2009
3893,12+,"['Dean Essig', 'Sawshun Yamaguchi']",— Best: 2,"['Modern Warfare', 'Wargame']","['Dean Essig', 'Al Sandrick']","['History: Yom Kippur War', 'Standard Combat Series']","['Dice Rolling', 'Hexagon Grid']",Yom Kippur,2,240,"['The Gamers', 'Kokusai-Tsushin Co., Ltd. (国際通信社)', 'Oriflam']",7.0,2.58,1995
3894,10+,['Res Brandenberger'],— Best: 6–8,"['Card Game', 'Party Game', 'Word Game']",['Urs Hostettler'],['N/A'],['N/A'],Wie ich die Welt sehe...,2–15,30,"['ABACUSSPIELE', 'Fata Morgana Spiele', 'テンデイズゲームズ (Ten Days Games)']",7.0,1.13,2004
3895,––,"['Jean André Castaigne', 'Mike Lemick', 'Rodger B. MacGowan', 'Leland Myrick']",— Best: 1–2,"['Ancient', 'Wargame']","['Richard H. Berg', 'Mark Herman']","['Great Battles of History', 'History: Wars in the Ancient Near East']","['Chit-Pull System', 'Dice Rolling', 'Hexagon Grid']",Chariots of Fire,2,120,['GMT Games'],7.5,3.62,2010
3896,14+,['Kerem Beyit'],— Best: 2,['Card Game'],"['Aaron Weissblum', 'Norman Woods']",['Admin: Better Description Needed!'],['Hand Management'],Spellcaster,2–4,20–30,"['Magellan', 'R&R Games']",6.6,1.57,2014
3897,10+,['Klemens Franz'],— Best: 3–4,"['Economic', 'Industry / Manufacturing']",['Reiner Stockhausen'],['Country: Russia'],"['Area Movement', 'Chit-Pull System', 'Simultaneous Action Selection', 'Variable Phase Order']",Siberia,2–4,60,['dlp games'],6.8,2.39,2011
3898,12+,"['Larry Hoffman', 'David McElhannon', 'Redmond A. Simonsen', 'Joe Youst']",— Best: 2,"['Wargame', 'World War I']","['Jim Dunnigan', 'Joseph Miranda']","['Continent: Europe', 'Magazine: Strategy & Tactics']","['Dice Rolling', 'Hexagon Grid']",World War I: Deluxe Edition,2,180,"['Decision Games (I)', 'Kilovolt Design', 'Kokusai-Tsushin Co., Ltd. (国際通信社)', 'SPI (Simulations Publications, Inc.)']",6.8,2.39,1975
3899,12+,"['Paul Laane', 'Sampo Sikiö']",— Best: 1,"['City Building', 'Trains', 'Transportation']",['Alban Viard'],['N/A'],"['Crayon Rail System', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Tile Placement']",Tramways Engineer's Workbook,1–2,10–30,['AVStudioGames'],7.5,3.00,2018
3900,8+,"['Martin Hoffmann', 'Claus Stephan']",— Best: 3,['Dice'],['Reiner Knizia'],['Lost Cities'],"['Dice Rolling', 'Set Collection']",Keltis: Das Würfelspiel,2–4,30,['KOSMOS'],6.5,1.26,2012
3901,12+,"['Rick Barber', 'Larry Catalano', 'Louis Dumoulin', 'Charles Kibler', 'Ted Koller', 'Baron Felicien von Myrbach-Rheinfeld']",— Best: 3,"['Napoleonic', 'Wargame']",['Kevin Zucker'],"['Cities: Leipzig (Saxony, Germany)', 'The Library of Napoleonic Battles', 'Napoleon At Waterloo', 'Solitaire Games', 'Solitaire Wargames']","['Hexagon Grid', 'Simulation']",Napoleon at Leipzig,1–3,60–300,"['AGEMA', 'Clash of Arms Games', 'OSG (Operational Studies Group)', 'Stratelibri']",7.4,2.90,1979
3902,8+,['Casey Sershon'],— Best: none,"['Card Game', 'Comic Book / Strip', 'Deduction', 'Party Game']","['Vlaada Chvátil', 'Casey Sershon']","['Codenames', 'Comics: Marvel Universe']","['Communication Limits', 'Memory', 'Pattern Recognition', 'Push Your Luck', 'Team-Based Game']",Codenames: Marvel,2–8,15,"['Czech Games Edition', 'The Op']",6.3,1.13,2017
3903,8+,['Michael Parla'],— Best: 4,"['Abstract Strategy', 'Animals', 'Educational']",['Tim Blank'],['Continent: Africa'],['Action Queue'],Bumúntú,2–5,20–40,"['WizKids', 'Pegasus Spiele']",7.0,1.86,2019
3904,12+,['Chechu Nieto'],— Best: 2,"['Card Game', 'Fighting', 'Horror', 'Science Fiction']",['Mark Chaplin'],['Creatures: Aliens'],"['Hand Management', 'Variable Player Powers']",Invaders,2,60,['White Goblin Games'],7.0,2.77,2013
3905,8+,['Stephen Tsai'],— Best: 3–4,"['Card Game', 'Deduction', 'Medical', 'Memory', 'Mythology', 'Puzzle']","['Eros Lin', 'Liu Xiao']",['Country: China'],"['Betting and Bluffing', 'Hand Management', 'Memory', 'Trading']",Herbalism,3–4,15–30,"['EmperorS4', 'Deep Water Games', 'Lucrum Games', 'Tcg Factory']",6.7,2.00,2017
3906,12+,['Andreas Wilde'],— Best: 4,"['Card Game', 'Humor']",['Andreas Wilde'],"['Campaign Games', 'Digital Hybrid, App Required', 'Food / Cooking']","['Cooperative Game', 'Hand Management', 'Push Your Luck']",Soviet Kitchen Unleashed,1–6,25,"['HYBR', 'Igiari']",7.1,1.75,2018
3907,6+,['Andrew Looney'],— Best: 3–4,"['Card Game', 'Religious']",['Andrew Looney'],['N/A'],"['Pattern Building', 'Tile Placement']",Aquarius,2–5,10–30,"['Covenant Communications, Inc.', 'Hobby Japan', 'Looney Labs', 'Swan Panasia Co., Ltd.']",6.0,1.14,1998
3908,12+,['Barry W. Doyle'],— Best: 2,"['Print & Play', 'Wargame', 'World War II']",['Barry W. Doyle'],['N/A'],"['Dice Rolling', 'Hexagon Grid']",Valor & Victory,2,60,"['(Self-Published)', '(Web published)', 'Print & Play Productions']",7.7,2.59,2007
3909,13+,['Keita Komiyama'],— Best: 4,"['Adventure', 'Card Game', 'Fighting', 'Video Game Theme']",['Hayato Kisaragi'],['N/A'],"['Action Points', 'Hand Management', 'Player Elimination', 'Set Collection', 'Variable Player Powers']",Uncharted: The Board Game,1–4,45,['Bandai'],6.5,2.31,2012
3910,––,['N/A'],— Best: none,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']",['Alessio Cavatore'],"['Warhammer 40,000 Wargames']","['Dice Rolling', 'Modular Board', 'Variable Player Powers']","Warhammer 40,000: Assault On Black Reach",2,240,['Games Workshop Ltd.'],7.0,3.17,2008
3911,10+,"['Christian Opperer', 'Lukas Siegmon']",— Best: none,"['Economic', 'Fantasy', 'Farming', 'Territory Building']","['Jeffrey D. Allers', 'Bernd Eisenstein']",['N/A'],"['Area Majority / Influence', 'Enclosure', 'Hand Management', 'Team-Based Game', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",Pandoria,2–4,90–120,['Irongames'],6.9,2.86,2018
3912,14+,"['Enggar Adirasa', 'Dann May']",— Best: 3,"['Exploration', 'Fantasy', 'Territory Building']",['Tim Heerema'],['Crowdfunding: Kickstarter'],"['Action Points', 'Area Majority / Influence', 'Pattern Building', 'Time Track', 'Variable Player Powers']",Archmage,1–4,60–120,['Starling Games (II)'],6.9,3.27,2018
3913,14+,['N/A'],— Best: 2–3,"['Wargame', 'World War II']",['Dean Essig'],"['Cities: Arnhem (The Netherlands)', 'Cities: Eindhoven (North Brabant, Netherlands)', 'Cities: Nijmegen (The Netherlands)', 'Country: The Netherlands', 'Standard Combat Series']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",It Never Snows,1–6,540–1500,"['The Gamers', 'Multi-Man Publishing']",7.5,2.55,2012
3914,––,"['Lee Brimmicombe-Wood', 'Rodger B. MacGowan', 'Ian Wedge']",— Best: 2,"['Aviation / Flight', 'Wargame', 'World War II']",['Lee Brimmicombe-Wood'],['N/A'],"['Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation']",Nightfighter,1–2,60,['GMT Games'],7.4,2.61,2011
3915,10+,['Drew Perkett'],— Best: 3–4,"['Economic', 'Trains', 'Transportation']",['Michael Dreiling'],"['Country: China', 'Empire Builder Rail Games']","['Crayon Rail System', 'Network and Route Building', 'Pick-up and Deliver']",China Rails,2–6,180–240,['Mayfair Games'],7.1,2.73,2007
3916,14+,['N/A'],— Best: 4,"['Comic Book / Strip', 'Dice', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme']","['Michael Guigliano', 'Richard Launius']","['Admin: Better Description Needed!', 'Comics: DC Universe', 'Components: Miniatures', 'Superheroes', 'TV Series: Batman – The Animated Series']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']",Batman: The Animated Series – Gotham City Under Siege,1–5,45–60,['IDW Games'],7.2,2.17,2018
3917,14+,['Steven Hamilton'],— Best: 5,"['Deduction', 'Miniatures', 'Science Fiction', 'Spies/Secret Agents']",['Emerson Matsuuchi'],"['Hidden Movement', 'One versus Many', 'Specter Ops World']","['Dice Rolling', 'Grid Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']",Specter Ops: Broken Covenant,2–5,90,['Plaid Hat Games'],7.7,2.50,2018
3918,12+,"['Kathi Kappler', 'Johann Rüttinger', 'Rolf Vogt']",— Best: 5–6,"['Humor', 'Party Game']","['Kathi Kappler', 'Johann Rüttinger']",['N/A'],['Paper-and-Pencil'],Mutabo,3–6,25–45,['Drei Hasen in der Abendsonne'],7.7,1.00,2017
3919,14+,"['Alexandre Bonvalot', 'Olivier Derouetteau']",— Best: 2,"['Science Fiction', 'Wargame']",['Yann and Clem'],"['Heroes System Tactical Scale: World War 2', 'Warhammer 40,000 Board Games']","['Action Queue', 'Variable Player Powers']","Warhammer 40,000: Heroes of Black Reach",2,30–120,"['3 Emme Games', 'Devil Pig Games']",8.4,3.35,2018
3920,12+,['Ted Koller'],— Best: 2,"['Modern Warfare', 'Wargame']",['Joseph M. Balkoski'],"['Country: India', 'Country: Russia', 'Country: USA', 'Fleet Series']","['Dice Rolling', 'Hexagon Grid']",5th Fleet,2–4,180,['Victory Games (I)'],7.2,3.44,1989
3921,14+,"['Stephanie Gustafsson', 'Tyler Johnson', 'William Webb']","— Best: 1, 4","['Dice', 'Horror']",['Shannon Kelly'],['Crowdfunding: Kickstarter'],"['Dice Rolling', 'Push Your Luck', 'Set Collection']",Lucidity: Six-Sided Nightmares,1–4,20–30,"['Derruba Peças Jogos', 'Fox Tale Games', 'Renegade Game Studios']",6.5,1.94,2018
3922,15+,['Mike Krahulik'],"— Best: 2, 4","['Card Game', 'Comic Book / Strip', 'Video Game Theme']","['Michael Donais', 'Paul Sottosanti']",['Penny Arcade'],"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Variable Player Powers']",Penny Arcade: The Game – Rumble in R'lyeh,2–4,30–45,['Cryptozoic Entertainment'],7.0,2.16,2012
3923,12+,"['Thomas Denmark', 'Scott Nicely', 'David Rabbitte', 'Brian Schomburg']",— Best: 4,"['Adventure', 'Bluffing', 'Card Game', 'Exploration', 'Racing']",['Stefano Cavanè'],"['Archaeology', 'Fantasy Flight Silver Line Games']","['Hand Management', 'Point to Point Movement']",Quicksand,2–5,10–20,"['Esdevium', 'Fantasy Flight Games', 'Midgaard Games']",6.1,1.17,2003
3924,14+,['N/A'],— Best: 2,"['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting']","['Mike Elliott', 'Eric M. Lang']","['CDGs (Collectible Dice Games)', 'Dice Masters', 'Quarriors Pool Building system', 'Teenage Mutant Ninja Turtles']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Variable Player Powers']",Teenage Mutant Ninja Turtles Dice Masters,2–4,30,['WizKids'],7.2,2.00,2016
3925,8+,['Michael McGinnis'],— Best: 1,"['Action / Dexterity', 'Maze']",['Michael McGinnis'],"['3D Games', 'Admin: Outside the Scope of BGG', 'Perplexus', 'Solitaire Games']",['N/A'],Perplexus Epic,1,30,"['IELLO', 'Pegasus Spiele', 'PlaSmart', 'Spin Master Ltd.']",7.4,2.00,2010
3926,10+,['Harald Lieske'],— Best: 3,"['Farming', 'Industry / Manufacturing', 'Medieval', 'Territory Building']",['Hans-Peter Stoll'],"[""The King's Will""]",['N/A'],The King's Will,2–4,50–90,['ADC Blackfire Entertainment GmbH'],7.0,3.27,2017
3927,12+,"['David Boniffacy', 'Gaetan Noir']",— Best: 4–5,"['Action / Dexterity', 'Card Game', 'Party Game']",['Alex Putfin'],['Admin: Better Description Needed!'],"['Memory', 'Pattern Recognition']",Crazy Time,4–7,30,"['Divedice', 'Flip Flap Editions', 'In ludo veritas', 'Korea Boardgames co., Ltd.', 'KOSMOS', 'Portal Games']",6.9,1.62,2013
3928,12+,"['Alan Emrich', 'Rodger B. MacGowan', 'Mark Simonitch']",— Best: 2,"['Wargame', 'World War II']",['Frank Chadwick'],"['Campaigns in Russia', 'Cities: Moscow (Russia)', 'Country: Russia', 'Magazine: C3i', 'Victory Point Games Battlesson Series']",['Hexagon Grid'],Battle for Moscow (second edition),2,50,"['GMT Games', 'RBM Studio', 'Victory Point Games']",6.9,1.62,2009
3929,12+,"['Rodger B. MacGowan', 'Mark Simonitch']",— Best: 2,"['Age of Reason', 'American Revolutionary War', 'Wargame']",['Mark Miklos'],"['Battles of the American Revolution', 'Country: USA']","['Dice Rolling', 'Hexagon Grid']",Guilford,1–2,180,['GMT Games'],7.1,2.64,2002
3930,12+,['Kinetic'],— Best: 4,"['Arabian', 'Card Game', 'Fantasy']","['Konstantinos Kokkinis', 'Sotirios Tsantilas']","['Admin: Better Description Needed!', 'Crowdfunding: Kickstarter', 'Time Travel']",['Card Drafting'],A Thief's Fortune,1–4,45–90,"['Artipia Games', 'Taverna Ludica Games', 'Tesla Games']",6.9,2.78,2018
3931,12+,['Jürgen Martens'],— Best: 2,"['Card Game', 'Renaissance']","['Alan R. Moon', 'Aaron Weissblum']","['Admin: Better Description Needed!', 'Cities: Venice (Veneto, Italy)', 'Country: Italy']","['I Cut, You Choose', 'Set Collection']",Canal Grande,2,45,['Adlung-Spiele'],6.4,2.03,2002
3932,12+,"['John Kovalic', 'Gabby Ruenes', 'Shane White']",— Best: 4,"['Card Game', 'Fantasy', 'Fighting', 'Humor']","['Andrew Hackard', 'Steve Jackson (I)']",['Munchkin'],"['Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']",Munchkin Pathfinder,3–6,60–90,"['Black Monk', 'Hobby World', 'Pegasus Spiele', 'Raven Distribution', 'Steve Jackson Games']",6.3,1.62,2013
3933,7+,['Erkan Karagöz'],— Best: 4,['Racing'],['Simon Havard'],['N/A'],"['Hand Management', 'Simultaneous Action Selection']",Why First?,2–6,15–25,"['Pegasus Spiele', '999 Games', 'Alderac Entertainment Group', 'Ediciones MasQueOca', 'Lucrum Games', 'Swan Panasia Co., Ltd.']",6.1,1.13,2015
3934,14+,"['Philippe Guérin', 'Charles Kibler', 'Doris Matthäus', 'Chris Quilliams']",— Best: 4,"['Card Game', 'Spies/Secret Agents']",['Alan R. Moon'],"['Card Games: Hearts', 'Ghosts', 'Traditional Card Games', 'Z-Man / Filosofia deluxe card game series']",['Trick-taking'],Black Spy,3–6,45,"['ABACUSSPIELE', 'Ali Baba e.V.', 'The Avalon Hill Game Co', 'Hexagames (I)', 'Z-Man Games, Inc.']",6.3,1.42,1981
3935,14+,['Michael Jenkins'],— Best: 4,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['David Carl', 'Will Schoonover']","['Campaign Games', 'Components: Miniatures', 'Iron Kingdoms']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Variable Player Powers']",The Undercity: An Iron Kingdoms Adventure Board Game,2–4,60–120,"['Heidelberger Spieleverlag', 'Privateer Press', 'Ulisses Spiele']",7.1,2.80,2015
3936,8+,['Édouard Guiton'],"— Best: 2, 4","['Collectible Components', 'Fantasy', 'Fighting', 'Miniatures']",['Matthieu Berthier'],"['Chibi', 'Krosmaster']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']",Krosmaster Arena 2.0,2–4,45–60,"['Ankama', 'CMON Limited', 'Fabrika Igr', 'Galápagos Jogos', 'Last Level', 'One Moment Games', 'Pegasus Spiele']",7.4,2.50,2016
3937,10+,['Michael Menzel'],— Best: 4,"['Economic', 'Territory Building']","['Giuseppe Baù', 'Leo Colovini']",['Country: The Netherlands'],"['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Roll / Spin and Move']",The Dutch Golden Age,3–4,60,"['Mayfair Games', 'Millenium', 'Phalanx Games B.V.', 'Phalanx Games Deutschland', 'Phalanx Games Polska']",6.4,2.50,2008
3938,12+,"['Rich Banner', 'William H. Keith, Jr.']",— Best: 2,"['Modern Warfare', 'Wargame']","['John Astell', 'Frank Chadwick']","['Country: Finland', 'Country: Norway', 'Country: Sweden', 'Region: Arctic', 'Third World War Series']","['Hexagon Grid', 'Simulation']",Arctic Front,2,240,"[""Game Designers' Workshop""]",7.3,3.47,1985
3939,14+,"['Fernando Armentano', 'Diego Fonseca', 'Paolo Scippo', 'Giovanni Pirrotta', 'Simone de Paolis', 'Tommaso Incecchi']",— Best: 4,"['Adventure', 'Card Game', 'Exploration', 'Fantasy', 'Mythology', 'Renaissance']","['Diego Fonseca', 'Danilo Guidi']","['Dungeonology: The Expedition', 'Admin: Better Description Needed!', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Nova Aetas Chronicles']","['Area Movement', 'Card Play Conflict Resolution', 'Hand Management', 'Modular Board', 'Pick-up and Deliver', 'Take That', 'Tile Placement', 'Variable Player Powers']",Dungeonology: The Expedition,2–4,45–105,"['Ares Games', ""Don't Panic Games"", 'Fishbone Games', 'Last Level', 'Ludus Magnus Studio', 'Pendragon Game Studio']",7.4,3.29,2019
3940,8+,['Oliver Freudenreich'],— Best: none,['Dice'],"['Steffen Benndorf', 'Reinhard Staupe']","['NSV Middys series', 'Roll-and-write']","['Dice Rolling', 'Paper-and-Pencil']",Twenty One,2–6,15,"['Nürnberger-Spielkarten-Verlag', 'White Goblin Games']",6.4,1.00,2017
3941,14+,"['Rick Barber', 'Sébastien Brunel', 'Christophe Gentil-Perret']",— Best: 2,"['Napoleonic', 'Wargame']",['Walter Vejdovsky'],['Eagles of France series'],"['Dice Rolling', 'Hexagon Grid']",Austerlitz 1805: Rising Eagles,1–6,60–600,"['Banana Games', 'Hexasim']",8.6,3.18,2016
3942,10+,['Krzysztof Matusik'],— Best: 3,"['Economic', 'Industry / Manufacturing', 'Medieval']",['Krzysztof Matusik'],['N/A'],"['Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Set Collection', 'Trading', 'Worker Placement']",Craftsmen,2–5,120–180,"['G3', 'ST Games']",6.6,4.08,2013
3943,13+,['Erin Wong'],"— Best: 3, 5+","['Card Game', 'Fantasy', 'Humor', 'Party Game']","['Jeff Morrow', 'Sam Waller']","['Crowdfunding: Kickstarter', 'The Red Dragon Inn']","['Betting and Bluffing', 'Hand Management', 'Player Elimination', 'Variable Player Powers']",The Red Dragon Inn 6: Villains,2–4,30–60,['SlugFest Games'],8.1,2.50,2017
3944,10+,['Redmond A. Simonsen'],— Best: 2,"['Napoleonic', 'Wargame']",['Jim Dunnigan'],['Napoleon At Waterloo'],"['Dice Rolling', 'Hexagon Grid', 'Simulation']",Napoleon at Waterloo,2,30,"['Decision Games (I)', 'Hobby Japan', 'SPI (Simulations Publications, Inc.)']",6.6,1.93,1971
3945,10+,['Richard van Vugt'],— Best: 4,"['Economic', 'Nautical', 'Renaissance']",['Andreas Steding'],"['Admin: Better Description Needed!', 'Country: Finland', 'Country: Germany', 'Country: Poland', 'Country: Sweden']","['Auction/Bidding', 'Pick-up and Deliver']",Kogge,2–4,90,"['JKLM Games', 'MOD Games']",6.8,3.46,2003
3946,6+,['N/A'],— Best: 2–3,['Abstract Strategy'],['Brent Vincent'],['Crowdfunding: Kickstarter'],"['Hand Management', 'Pattern Building', 'Tile Placement']",Latice,2–4,10–30,['Adacio'],6.8,1.58,2015
3947,10+,['Res Brandenberger'],— Best: 4–6,"['Bluffing', 'Card Game', 'Humor', 'Party Game', 'Trivia']",['Urs Hostettler'],['Anno Domini'],['Card Drafting'],Anno Domini: Sex & Crime,2–8,30,"['ABACUSSPIELE', 'dV Giochi', 'Fata Morgana Spiele']",6.8,1.40,1998
3948,14+,['N/A'],— Best: 1–2,"['Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Science Fiction', 'Video Game Theme', 'Wargame', 'Zombies']",['James Sheahan'],"['Components: Miniatures', 'Fallout series', 'Post-Apocalyptic']","['Cooperative Game', 'Dice Rolling', 'Player Elimination', 'Simulation']",Fallout: Wasteland Warfare,1–8,30–240,['Modiphius Entertainment'],8.1,3.71,2018
3949,10+,"['Konstantinos Iovis', 'Lefteris Iroglidis', 'Ioannis Stamatis', 'Kostis Tolios', 'Giota Vorgia']",— Best: 1–2,"['Adventure', 'Exploration', 'Mythology']","['Konstantinos Iovis', 'Lefteris Iroglidis', 'Ioannis Stamatis']","['Country: Greece', 'Crowdfunding: Kickstarter']","['Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']",Argonauts,1–4,60,['AlcyonCreative'],7.1,2.05,2015
3950,10+,"['John D-C', 'Hinami Tsukuda']",— Best: 3,"['Card Game', 'Deduction']","['Nobutake Dogen', 'Nao Shimamura']",['The Mike Line'],['Voting'],Too Many Cinderellas,2–4,10,"['Arclight', 'Grail Games', 'Switch Games', '大気圏内ゲームズ (Taikikennai Games)']",6.4,1.28,2014
3951,9+,['Tomáš Kučerovský'],— Best: 5–6,"['Action / Dexterity', 'Animals', 'Humor', 'Party Game']",['Vlaada Chvátil'],"['Animals: Deer', 'Animals: Rabbits']","['Acting', 'Set Collection', 'Simultaneous Action Selection']",Bunny Bunny Moose Moose,3–6,20,"['Czech Games Edition', 'Albi', 'Heidelberger Spieleverlag']",6.1,1.53,2009
3952,9+,"['Leonid «deburger» Androschuk', 'Kryvonos Dmitriy', 'Denis Martynets', 'Pavel Romanov']",— Best: 4,['Pirates'],"['Oleksandr Nevskiy', 'Oleg Sidorenko']",['N/A'],"['Card Drafting', 'Dice Rolling', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Variable Phase Order']",Pirates of the 7 Seas,2–4,45–60,"['2Geeks', 'FunBox Jogos', 'IDW Games', 'IGAMES', 'Pandasaurus Games', 'Rebel']",6.6,2.56,2015
